image_id,category_id
64704,82
306640,82
242203,82
159952,82
294751,82
572084,82
43190,82
123765,82
100223,82
433296,82
195911,82
388214,82
285405,82
286876,82
210642,82
218775,82
140865,82
432201,82
520480,82
539535,82
42320,82
450066,82
357644,82
554066,82
346754,82
524838,82
445573,82
87126,82
545160,82
317687,82
87653,82
299675,82
525668,82
325470,82
270873,82
566385,82
77260,82
396097,82
24507,82
277096,82
283059,82
206102,82
421406,82
487796,82
534060,82
326359,82
27452,82
501015,82
250833,82
44251,82
72637,82
103230,82
293341,82
354389,82
65587,82
48939,82
443465,82
97371,82
534914,82
484405,82
111543,82
150480,82
302019,82
110723,82
59244,82
242885,82
240043,82
339051,82
541856,82
347505,82
2618,82
61599,82
264092,82
142420,82
58928,82
150594,82
390581,82
241188,82
283382,82
152942,82
147753,82
476111,82
247269,82
321633,82
284170,82
261305,82
535145,82
241483,82
578005,82
249822,82
324381,82
235464,82
237968,82
504165,82
81408,82
259945,82
567106,82
240511,82
437282,82
187723,82
360637,82
562904,82
22530,82
287488,82
574829,82
290719,82
436707,82
190495,82
448985,82
61007,82
75521,82
46071,82
282889,82
158169,82
117991,82
423921,82
202260,82
189472,82
468731,82
313951,82
166450,82
433607,82
265331,82
257392,82
172040,82
324032,82
227193,82
532445,82
32903,82
444794,82
431014,82
57926,82
8356,82
289428,82
115145,82
90708,82
569492,82
455083,82
365312,82
204987,82
383652,82
502504,82
421542,82
177775,82
212181,82
210453,82
65153,82
115086,82
19637,82
432201,82
447907,82
199827,82
170976,82
77721,82
147778,82
207739,82
40068,82
298081,82
28261,82
534468,82
457737,82
230617,82
501820,82
32699,82
243280,82
9413,82
535445,82
116356,82
85647,82
448530,82
243962,82
535961,82
132972,82
4904,82
401721,82
263878,82
509563,82
522312,82
186671,82
546114,82
66516,82
240709,82
515878,82
231786,82
170045,82
266336,82
183811,82
362371,82
388123,82
382189,82
94127,82
324764,82
263734,82
515019,82
138207,82
254025,82
357837,82
442364,82
316132,82
477321,82
92198,82
303218,82
324732,82
543447,82
1355,82
198621,82
96421,82
283818,82
461414,82
443086,82
92198,82
437213,82
468518,82
303076,82
498614,82
574829,82
46104,82
112747,82
338509,82
276644,82
262954,82
534468,82
574839,82
525012,82
274213,82
166130,82
410992,82
94984,82
337985,82
511345,82
212649,82
138435,82
398772,82
361991,82
73721,82
257894,82
523390,82
50018,82
410992,82
163125,82
187464,82
2448,82
203577,82
311773,82
537222,82
242982,82
521025,82
423448,82
281745,82
87363,82
442308,82
318857,82
274559,82
279803,82
209288,82
253382,82
465374,82
59868,82
352117,82
425758,82
363639,82
74336,82
271058,82
439071,82
266273,82
510399,82
226713,82
138,82
140244,82
96057,82
507334,82
399650,82
329191,82
216091,82
242955,82
5172,82
298853,82
206161,82
92691,82
144533,82
568948,82
562335,82
273736,82
426911,82
326293,82
343621,82
99030,82
557434,82
228953,82
233614,82
90122,82
166998,82
254658,82
217700,82
67565,82
354761,82
330990,82
496431,82
176871,82
265070,82
532958,82
296581,82
572180,82
451287,82
441313,82
143416,82
22636,82
267160,82
412371,82
569188,82
239504,82
294346,82
451359,82
184718,82
5345,82
288948,82
163125,82
360300,82
141860,82
231905,82
226691,82
88146,82
307884,82
203034,82
65336,82
335581,82
161451,82
109921,82
505485,82
505642,82
250526,82
544556,82
525865,82
201145,82
573623,82
4978,82
249470,82
560311,82
547752,82
551986,82
513087,82
395409,82
197169,82
349263,82
113725,82
1392,82
314306,82
310134,82
199827,82
279803,82
183266,82
400625,82
295053,82
274556,82
394623,82
396337,82
160901,82
395259,82
391733,82
449310,82
114035,82
116326,82
129037,82
310766,82
329613,82
507812,82
347884,82
214563,82
96723,82
17580,82
138684,82
17553,82
202752,82
294937,82
43256,82
21801,82
294323,82
227178,82
485931,82
36567,82
312233,82
199827,82
365116,82
273633,82
431972,82
107157,82
111319,82
522312,82
77858,82
296894,82
314179,82
620,82
421791,82
443944,82
336578,82
178526,82
486543,82
407173,82
400809,82
191997,82
300415,82
190187,82
463619,82
398053,82
267552,82
383841,82
334098,82
166915,82
381661,82
554658,82
501966,82
316353,82
364032,82
302660,82
75842,82
62763,82
298698,82
407349,82
308703,82
575307,82
255770,82
229618,82
394595,82
303431,82
501056,82
384302,82
493197,82
523081,82
509806,82
514683,82
570951,82
191717,82
559652,82
294978,82
111319,82
443579,82
491664,82
326716,82
529676,82
85647,82
343621,82
147501,82
515377,82
55033,82
561894,82
416237,82
441013,82
43291,82
195317,82
564271,82
153907,82
311337,82
226559,82
219762,82
203349,82
203163,82
525865,82
40187,82
361391,82
458199,82
442356,82
235268,82
200971,82
105865,82
443646,82
535497,82
61203,82
352316,82
303308,82
3899,82
166828,82
387913,82
228274,82
63353,82
523484,82
433224,82
483083,82
298777,82
105310,82
24787,82
305451,82
173978,82
116131,82
415209,82
47544,82
206082,82
378720,82
167480,82
32513,82
44911,82
141860,82
558656,82
315609,82
200857,82
374672,82
524155,82
257773,82
111319,82
348989,82
226897,82
271930,82
381908,82
459935,82
540460,82
461430,82
331541,82
344288,82
331492,82
203349,82
467654,82
120018,82
317237,82
335459,82
546333,82
332913,82
258370,82
523433,82
214395,82
95258,82
410687,82
219409,82
491305,82
166828,82
55521,82
428071,82
411450,82
483058,82
576638,82
343169,82
118234,82
184763,82
268067,82
417171,82
313605,82
425112,82
477106,82
545200,82
247269,82
562394,82
312850,82
525865,82
200971,82
156628,82
112584,82
129166,82
562008,82
504396,82
96222,82
419271,82
114748,82
570066,82
221427,82
75213,82
467654,82
534024,82
511165,82
541838,82
569774,82
237954,82
98887,82
111103,82
156073,82
160106,82
128608,82
549517,82
477647,82
75114,82
88538,82
333978,82
98904,82
242261,82
177085,82
538422,82
484598,82
216176,82
24023,82
300040,82
151801,82
185158,82
552142,82
327181,82
151830,82
556838,82
533808,82
126182,82
470381,82
142413,82
363023,82
505657,82
435809,82
338954,82
104814,82
161486,82
393354,82
168730,82
557490,82
258026,82
497528,82
24023,82
506045,82
459209,82
512088,82
214316,82
406298,82
397148,82
112253,82
488232,82
470976,82
268213,82
183972,82
351783,82
375382,82
86435,82
463844,82
492183,82
326805,82
423448,82
241623,82
303703,82
361746,82
342342,82
218399,82
368746,82
546343,82
101894,82
375714,82
245857,82
47481,82
254703,82
434923,82
281700,82
538588,82
381256,82
19194,82
525865,82
411321,82
439439,82
510718,82
213288,82
199827,82
429990,82
181122,82
182902,82
275353,82
291614,82
311895,82
233703,82
525660,82
314983,82
256806,82
545900,82
107454,82
132494,82
571105,82
463739,82
452532,82
125821,82
274632,82
456737,82
507570,82
402167,82
419678,82
97686,82
27109,82
128647,82
132485,82
248132,82
523571,82
535820,82
362314,82
199422,82
556789,82
386854,82
25723,82
521867,82
45148,82
187752,82
433235,82
381256,82
416841,82
358633,82
80720,82
309087,82
44267,82
112882,82
87363,82
416878,82
395504,82
384675,82
330570,82
33297,82
85398,82
477040,82
516439,82
272716,82
376828,82
33297,82
140730,82
512967,82
376366,82
271604,82
461820,82
114917,82
39434,82
281996,82
363919,82
432956,82
263503,82
466710,82
189767,82
16383,82
475523,82
90782,82
425825,82
168858,82
20202,82
165265,82
187752,82
530019,82
369567,82
579446,82
72595,82
314983,82
351218,82
191016,82
122498,82
60945,82
443455,82
280454,82
322634,82
58102,82
380126,82
72626,82
210077,82
214704,82
381256,82
514881,82
287804,82
67647,82
423534,82
220096,82
136539,82
69468,82
92198,82
2281,82
175520,82
395926,82
21320,82
424560,82
144358,82
405613,82
173019,82
560131,82
337546,82
70502,82
211806,82
179019,82
575228,82
72792,82
516439,82
42427,82
508878,82
74082,82
381256,82
206077,82
251219,82
222594,82
203349,82
431228,82
144056,82
121046,82
173019,82
25697,82
381256,82
153064,82
155299,82
246586,82
121366,82
422127,82
93535,82
389006,82
405613,82
384085,82
49312,82
381256,82
320667,82
476220,82
381256,82
518601,82
473516,82
562242,82
97686,82
270179,82
199827,82
174868,82
268151,82
97686,82
205689,82
307603,82
384085,82
384085,82
59906,82
203349,82
203349,82
114617,34
114126,34
335857,34
207219,34
139930,34
200464,34
101065,34
35725,34
108718,34
11080,34
525039,34
502805,34
178620,34
312248,34
290423,34
108572,34
55298,34
426947,34
407987,34
177829,34
56075,34
185328,34
293130,34
496818,34
246044,34
65189,34
373585,34
274209,34
571149,34
137042,34
541870,34
307054,34
531465,34
560481,34
145462,34
161818,34
495445,34
137203,34
413868,34
100583,34
102432,34
2614,34
437981,34
554067,34
428550,34
418042,34
126408,34
208151,34
161383,34
40072,34
270384,34
47548,34
541944,34
409628,34
25643,34
509128,34
473658,34
103539,34
467469,34
508045,34
532710,34
373415,34
54205,34
67847,34
579757,34
184320,34
142229,34
488676,34
427714,34
208913,34
98047,34
270315,34
38232,34
511670,34
186157,34
392957,34
188949,34
566642,34
242631,34
215677,34
539510,34
53702,34
106001,34
142637,34
277284,34
382789,34
473042,34
416484,34
512916,34
288421,34
65087,34
305485,34
337427,34
12916,34
541859,34
219760,34
347438,34
150819,34
15257,34
254078,34
443075,34
121181,34
209875,34
358545,34
138496,34
475711,34
352751,34
391046,34
283377,34
27937,34
349193,34
10831,34
557461,34
124703,34
162227,34
340636,34
519905,34
195701,34
511562,34
76992,34
159423,34
548935,34
540092,34
173909,34
385146,34
79716,34
549506,34
328412,34
416169,34
231126,34
198516,34
381127,34
383890,34
366005,34
280670,34
426518,34
279324,34
13020,34
425342,34
181481,34
30608,34
140291,34
403720,34
457822,34
34810,34
72564,34
101065,34
266963,34
428412,34
387948,34
19594,34
181996,34
412835,34
97563,34
166328,34
434561,34
495987,34
522243,34
12501,34
32627,34
342211,34
121649,34
477259,34
314920,34
56456,34
373847,34
579757,34
217991,34
216663,34
551175,34
469274,34
48204,34
103252,34
154220,34
201059,34
236611,34
429131,34
98162,34
513077,34
77136,34
445242,34
226748,34
217495,34
3628,34
278240,34
342049,34
459355,34
261630,34
262454,34
18201,34
72002,34
288379,34
338342,34
513440,34
571193,34
132120,34
59442,34
203517,34
264307,34
200080,34
27950,34
315381,34
120882,34
302551,34
119169,34
313601,34
513900,34
380474,34
379211,34
53702,34
559086,34
295394,34
207992,34
125390,34
379586,34
64190,34
324699,34
304060,34
235351,34
47458,34
421005,34
395039,34
567997,34
161996,34
185153,34
386112,34
236611,34
199112,34
491989,34
344127,34
28318,34
328023,34
101017,34
558274,34
38899,34
67663,34
46056,34
363969,34
202807,34
374405,34
554561,34
78977,34
396684,34
226613,34
307999,34
152588,34
238087,34
478224,34
48287,34
210816,34
566377,34
431393,34
337704,34
179060,34
482314,34
382521,34
494138,34
16355,34
194531,34
34013,34
38256,34
352427,34
485202,34
215732,34
190906,34
170925,34
207935,34
3361,34
346274,34
5701,34
45086,34
45339,34
568156,34
388434,34
532414,34
542444,34
149442,34
564515,34
43226,34
170326,34
489328,34
567850,34
281922,34
350535,34
203107,34
269263,34
142749,34
96765,34
157505,34
346749,34
376029,34
215003,34
247106,34
117121,34
432912,34
54850,34
233609,34
365792,34
490870,34
114404,34
473843,34
569322,34
569958,34
394303,34
184536,34
363128,34
410366,34
492171,34
428391,34
22265,34
567503,34
288712,34
200202,34
490940,34
134829,34
86907,34
412001,34
276418,34
410052,34
471376,34
266153,34
457686,34
511121,34
70733,34
166776,34
546285,34
62896,34
91275,34
285013,34
70156,34
405090,34
125919,34
318529,34
416169,34
128117,34
147970,34
104099,34
105472,34
18201,34
148879,34
309169,34
179603,34
483948,34
344566,34
322,34
158914,34
487462,34
839,34
324605,34
21553,34
442672,34
299723,34
547703,34
7778,34
229935,34
306128,34
477409,34
336459,34
254615,34
209139,34
188079,34
313953,34
350204,34
94268,34
516458,34
126054,34
423096,34
153074,34
456216,34
460711,34
459111,34
381789,34
393575,34
127278,34
225719,34
193281,34
423332,34
297866,34
173046,34
67230,34
525236,34
453529,34
542658,34
482751,34
42967,34
429446,34
480595,34
230422,34
109190,34
541082,34
123166,34
168508,34
507397,34
299029,34
300624,34
180504,34
301403,34
184536,34
270247,34
531960,34
379713,34
191744,34
404828,34
196912,34
5471,34
233900,34
90393,34
123378,34
517468,34
552420,34
461281,34
355347,34
321851,34
518948,34
450590,34
521697,34
196065,34
262418,34
134597,34
378146,34
404302,34
243176,34
280847,34
6541,34
170476,34
504534,34
21048,34
111799,34
192043,34
484362,34
296833,34
34680,34
267798,34
452050,34
519510,34
331907,34
271741,34
235479,34
3514,34
310015,34
340276,34
142321,34
404283,34
547044,34
143499,34
65307,34
439678,34
496078,34
446726,34
129726,34
208657,34
447785,34
314480,34
202805,34
489573,34
128561,34
54976,34
557461,34
42756,34
77003,34
33764,34
418569,34
59146,34
168622,34
239243,34
440998,34
179964,34
73951,34
180559,34
464372,34
225455,34
98098,34
267611,34
16355,34
33444,34
27562,34
477920,34
90393,34
156170,34
28257,34
30299,34
368476,34
574549,34
408484,34
86907,34
442450,34
1183,34
295257,34
580381,34
308722,34
347051,34
334413,34
151581,34
40720,34
105714,34
435141,34
143499,34
543391,34
294550,34
538931,34
77663,34
203235,34
140667,34
272479,34
155323,34
406874,34
572745,34
401169,34
115305,34
148047,34
278055,34
54976,34
105545,34
416653,34
364154,34
48825,34
305986,34
163225,34
85018,34
310981,34
408139,34
61601,34
506783,34
278541,34
198721,34
220284,34
75747,34
120703,34
317514,34
41458,34
297844,34
79260,34
2907,34
247072,34
504699,34
118296,34
69498,34
335518,34
573873,34
462197,34
346898,34
90914,34
573529,34
234297,34
277950,34
553498,34
351830,34
44729,34
144394,34
524048,34
81401,34
267732,34
36273,34
74572,34
75740,34
348734,34
383746,34
29879,34
71038,34
452031,34
40910,34
483089,34
8095,34
120674,34
270384,34
449125,34
567652,34
422211,34
518265,34
111000,34
316181,34
294421,34
300326,34
273362,34
416169,34
122493,34
386796,34
134325,34
27704,34
52948,34
575574,34
129314,34
51045,34
8058,34
18201,34
277491,34
70985,34
33240,34
313306,34
27330,34
241196,34
5355,34
407809,34
329012,34
76676,34
188143,34
243051,34
315383,34
321006,34
148229,34
580033,34
48893,34
7069,34
378621,34
473985,34
551074,34
166069,34
211451,34
67761,34
496839,34
90983,34
490336,34
237425,34
193299,34
44464,34
153827,34
369961,34
413598,34
498427,34
66507,34
416653,34
212276,34
388577,34
490508,34
554125,34
12524,34
307,34
301895,34
353407,34
340197,34
550540,34
87680,34
445030,34
539891,34
481843,34
545072,34
94558,34
86620,34
50648,34
105110,34
332646,34
242361,34
441794,34
314953,34
222639,34
408484,34
216250,34
496855,34
245780,34
244839,34
133004,34
403571,34
410283,34
104485,34
469941,34
296093,34
465058,34
215457,34
537625,34
157806,34
105515,34
66909,34
61843,34
147012,34
575351,34
427007,34
406784,34
53022,34
201554,34
153601,34
263189,34
430230,34
432170,34
206221,34
219312,34
191400,34
369279,34
433262,34
411557,34
275502,34
481349,34
278541,34
486714,34
560573,34
38431,34
130886,34
119320,34
290010,34
345813,34
469199,34
276671,34
475380,34
133004,34
143559,34
13202,34
384998,34
27207,34
458212,34
301870,34
127522,34
441777,34
530216,34
350358,34
273204,34
129737,34
496127,34
196766,34
176617,34
97825,34
486906,34
245953,34
68094,34
553396,34
264642,34
444350,34
75132,34
445244,34
489744,34
127330,34
211683,34
461517,34
471098,34
540384,34
45128,34
200464,34
91378,34
133660,34
472024,34
310029,34
99964,34
281917,34
408484,34
78699,34
167680,34
139249,34
436719,34
395164,34
369449,34
580487,34
52603,34
496907,34
300510,34
513703,34
558132,34
154689,34
211071,34
109061,34
80426,34
378049,34
444799,34
509582,34
48319,34
140291,34
57487,34
89181,34
443834,34
492535,34
539934,34
70904,34
290224,34
318001,34
191648,34
487378,34
334059,34
430345,34
233672,34
218875,34
239053,34
333277,34
459328,34
481137,34
47667,34
266441,34
444350,34
502117,34
20575,34
149060,34
141718,34
434526,34
140252,34
6380,34
461915,34
265503,34
108908,34
274745,34
229352,34
187071,34
321794,34
558211,34
416477,34
122163,34
126816,34
444350,34
389384,34
494678,34
290350,34
460514,34
162828,34
481101,34
267008,34
360725,34
77556,34
561950,34
47189,34
161843,34
134937,34
186342,34
522569,34
50263,34
243725,34
3623,34
495292,34
545720,34
282440,34
183762,34
537520,34
322500,34
242083,34
393241,34
152729,34
475635,34
452693,34
269996,34
37716,34
246322,34
357241,34
458093,34
74838,34
143192,34
214937,34
399152,34
514456,34
50098,34
255554,34
243017,34
513758,34
499239,34
34489,34
33444,34
525501,34
562222,34
78781,34
225398,34
293674,34
514777,34
308078,34
540135,34
268901,34
134606,34
285883,34
133151,34
309168,34
379434,34
234350,34
174522,34
87851,34
312450,34
173447,34
75637,34
17839,34
18201,34
79260,34
552617,34
277956,34
389921,34
30238,34
508209,34
57591,34
223072,34
578650,34
457190,34
561957,34
68648,34
68159,34
449158,34
152963,34
303610,34
339674,34
293792,34
60056,34
496907,34
553600,34
54976,34
556332,34
277950,34
550875,34
496415,34
571361,34
2567,34
118457,34
186245,34
212532,34
126067,34
111583,34
53170,34
313674,34
320234,34
260982,34
220457,34
456863,34
319105,34
11497,34
91759,34
385241,34
399031,34
186620,34
313674,34
357413,34
244387,34
458212,34
489762,34
126067,34
287374,34
522827,34
289972,34
73903,34
34340,34
264781,34
108101,34
199829,34
305527,34
250868,34
406376,34
562845,34
193709,34
491831,34
390447,34
87633,34
534637,34
1183,34
285883,34
231645,34
308086,34
459001,34
116982,34
118171,34
318279,34
625,34
87282,34
263989,34
426877,34
86907,34
410400,34
215457,34
493983,34
258176,34
291498,34
63365,34
157806,34
25872,34
423537,34
253479,34
8909,34
114045,34
551595,34
12501,34
518730,34
238757,34
145793,34
67443,34
460097,34
465360,34
498740,34
558071,34
236528,34
397231,34
321494,34
307999,34
259000,34
264193,34
477759,34
562463,34
327042,34
86715,34
123532,34
285883,34
299931,34
409368,34
108606,34
173631,34
443562,34
529229,34
570069,34
15544,34
300326,34
395567,34
453644,34
98182,34
356344,34
286932,34
368460,34
335912,34
233817,34
449669,34
311822,34
489452,34
546285,34
298312,34
311596,34
64765,34
38548,34
212893,34
423647,34
56868,34
240405,34
275502,34
117987,34
386080,34
546037,34
259535,34
415109,34
408484,34
278541,34
210604,34
121867,34
297394,34
534979,34
358650,34
481014,34
1330,34
485163,34
48319,34
102256,34
554032,34
434493,34
264296,34
312662,34
133554,34
554587,34
402977,34
391748,34
81065,34
187574,34
478351,34
40606,34
381544,34
100012,34
553336,34
50206,34
503687,34
358534,34
237222,34
304493,34
574360,34
133004,34
154502,34
6380,34
360002,34
539265,34
395673,34
287303,34
370512,34
253981,34
26905,34
168852,34
400926,34
461281,34
224420,34
76583,34
88789,34
6026,34
434986,34
128278,34
340459,34
283618,34
450168,34
144394,34
164081,34
202807,34
383372,34
87851,34
426151,34
530543,34
508665,34
427779,34
471718,34
278101,34
436802,34
418354,34
173491,34
300169,34
207363,34
130314,34
50013,34
231609,34
151833,34
398674,34
37757,34
478262,34
375759,34
378056,34
117871,34
50274,34
346450,34
502756,34
61779,34
158737,34
57115,34
369304,34
157806,34
402562,34
76245,34
522818,34
513854,34
60415,34
248682,34
287904,34
139945,34
203818,34
540135,34
37757,34
354921,34
176617,34
86560,34
265167,34
394468,34
278715,34
390840,34
207152,34
147049,34
496253,34
78593,34
404233,34
106168,34
95117,34
334751,34
328304,34
477494,34
185290,34
333431,34
256334,34
407810,34
505028,34
127810,34
86907,34
300326,34
72947,34
343704,34
328228,34
400568,34
580797,34
206636,34
127388,34
60720,34
209266,34
258566,34
72002,34
225306,34
413927,34
137767,34
483363,34
462065,34
119979,34
76491,34
250380,34
160823,34
412631,34
308086,34
151655,34
92990,34
253538,34
221560,34
26780,34
82144,34
319190,34
137787,34
547635,34
428518,34
142321,34
479288,34
234454,34
182347,34
71313,34
226936,34
369557,34
263043,34
139526,34
123378,34
187442,34
181894,34
111799,34
248745,34
553498,34
109042,34
31053,34
258035,34
350484,34
177652,34
86907,34
264128,34
76681,34
416484,34
82704,34
231645,34
246656,34
431785,34
111799,34
432233,34
555639,34
278710,34
274270,34
261172,34
438833,34
303683,34
169054,34
439402,34
26105,34
307315,34
53900,34
159398,34
164663,34
54976,34
56845,34
435029,34
561424,34
19375,34
291873,34
124578,34
199829,34
157806,34
198327,34
407210,34
173373,34
368970,34
327371,34
320192,34
267863,34
484136,34
487788,34
313436,34
401308,34
448105,34
108463,34
544264,34
375759,34
234577,34
481749,34
561145,34
325147,34
385464,34
255641,34
405057,34
215457,34
475735,34
409368,34
16206,34
126067,34
338787,34
395673,34
407065,34
215457,34
182347,34
223299,34
131030,34
55298,34
19375,34
428046,34
102076,34
222036,34
295884,34
1569,34
189301,34
269580,34
37102,34
189765,34
363489,34
8821,34
23287,34
381334,34
286000,34
126936,34
146623,34
43206,34
51101,34
63214,34
55296,34
519218,34
358534,34
26101,34
202912,34
15544,34
351726,34
561424,34
92096,34
86530,34
265353,34
539247,34
565018,34
199829,34
193299,34
355344,34
21143,34
470915,34
250162,34
282590,34
549519,34
35128,34
3862,34
111583,34
443593,34
166049,34
48047,34
17171,34
45946,34
138131,34
264127,34
329503,34
318468,34
55298,34
339384,34
7782,34
549810,34
19375,34
215113,34
86530,34
491665,34
85018,34
342049,34
153039,34
375759,34
436802,34
517460,34
71313,34
199829,34
285893,34
189052,34
15544,34
364862,34
10929,34
51101,34
555311,34
220772,34
574957,34
187442,34
579920,34
524291,34
157806,34
177845,34
147429,34
428164,34
458212,34
92990,34
550540,34
375759,34
275502,34
275297,34
126067,34
182347,34
540206,34
342049,34
54976,34
97540,34
502288,34
440460,34
245271,34
300169,34
528761,34
91759,34
322698,34
540135,34
562463,34
211458,34
519218,34
354745,34
73584,34
271398,34
263327,34
133492,34
41616,34
450509,34
443033,34
126067,34
405842,34
164663,34
428164,34
200080,34
10929,34
211737,34
557461,34
342049,34
503164,34
243500,34
519218,34
15544,34
330315,34
139339,34
331518,34
233841,34
505978,34
285893,34
48257,34
219663,34
407810,34
133492,34
300111,34
62872,34
197585,34
227372,34
226294,34
275502,34
337269,34
233841,34
17839,34
84147,34
430581,34
516380,34
551701,34
139339,34
55298,34
200080,34
215341,34
375759,34
164663,34
87851,34
123013,34
565939,34
34378,34
516380,34
233841,34
386203,34
535218,34
416653,34
139339,34
111823,34
19375,34
368435,34
305690,34
175552,34
128278,34
478809,34
85018,34
200080,34
295940,34
409327,34
55298,34
275502,34
219663,34
19375,34
187442,34
550540,34
409327,34
10929,34
185127,34
530543,34
139339,34
139339,34
219663,34
550540,34
275502,34
219663,34
56650,34
275502,34
352205,34
139930,34
459991,36
393480,36
529800,36
499396,36
294360,36
473641,36
350360,36
224242,36
399490,36
110060,36
24375,36
463778,36
333629,36
6327,36
